id,type,nome struttura,descrizione,stelle,image url,provincia,id_regione,age_target,type_of_vacation,price,discount,perbambini,animals
41,sea,L'Albergo Del Castello,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam justo urna, semper vitae congue vitae, tempor vitae mi. Vivamus ultricies nunc a hendrerit dapibus. Curabitur euismod, eros ac tincidunt vehicula, arcu tellus facilisis leo, ac fringilla arcu ligula vitae purus. Phasellus leo ex, mollis non ullamcorper quis, venenatis et diam. Donec quis ante eu lacus rutrum facilisis eu in tellus. Curabitur viverra erat quam. Curabitur viverra finibus tellus, ut pellentesque elit cursus nec. Cras eget sollicitudin odio, vitae vulputate massa. Etiam vestibulum nunc condimentum imperdiet lacinia. Nam quis molestie elit. Quisque tempus consectetur tellus non consequat. Morbi imperdiet, mi eu lacinia dictum, lectus risus porta metus, placerat viverra magna ipsum eget diam. Nulla facilisi. Maecenas felis libero, placerat scelerisque faucibus ut, efficitur non felis. Curabitur bibendum, tellus quis ultrices commodo, velit felis fringilla mauris, condimentum volutpat lorem nulla et felis. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae; Aliquam convallis rhoncus elit et blandit. Quisque sed massa non ligula aliquet placerat. Donec in ipsum nec lorem vehicula dignissim. Duis placerat pellentesque metus vitae pharetra.",5,https://images.pexels.com/photos/3220731/pexels-photo-3220731.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1,Bolzano,17,0-18,lusso-avventura-benessere,1212,10,1,1
42,city,Il Villaggio Del Fiume,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam justo urna, semper vitae congue vitae, tempor vitae mi. Vivamus ultricies nunc a hendrerit dapibus. Curabitur euismod, eros ac tincidunt vehicula, arcu tellus facilisis leo, ac fringilla arcu ligula vitae purus. Phasellus leo ex, mollis non ullamcorper quis, venenatis et diam. Donec quis ante eu lacus rutrum facilisis eu in tellus. Curabitur viverra erat quam. Curabitur viverra finibus tellus, ut pellentesque elit cursus nec. Cras eget sollicitudin odio, vitae vulputate massa. Etiam vestibulum nunc condimentum imperdiet lacinia. Nam quis molestie elit. Quisque tempus consectetur tellus non consequat. Morbi imperdiet, mi eu lacinia dictum, lectus risus porta metus, placerat viverra magna ipsum eget diam. Nulla facilisi. Maecenas felis libero, placerat scelerisque faucibus ut, efficitur non felis. Curabitur bibendum, tellus quis ultrices commodo, velit felis fringilla mauris, condimentum volutpat lorem nulla et felis. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae; Aliquam convallis rhoncus elit et blandit. Quisque sed massa non ligula aliquet placerat. Donec in ipsum nec lorem vehicula dignissim. Duis placerat pellentesque metus vitae pharetra.",3,https://images.pexels.com/photos/243077/pexels-photo-243077.jpeg,Milano,9,19-35,degustazione-benessere-natura,2685,20,0,0
43,sea,La Cittadella Dei Sogni,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam justo urna, semper vitae congue vitae, tempor vitae mi. Vivamus ultricies nunc a hendrerit dapibus. Curabitur euismod, eros ac tincidunt vehicula, arcu tellus facilisis leo, ac fringilla arcu ligula vitae purus. Phasellus leo ex, mollis non ullamcorper quis, venenatis et diam. Donec quis ante eu lacus rutrum facilisis eu in tellus. Curabitur viverra erat quam. Curabitur viverra finibus tellus, ut pellentesque elit cursus nec. Cras eget sollicitudin odio, vitae vulputate massa. Etiam vestibulum nunc condimentum imperdiet lacinia. Nam quis molestie elit. Quisque tempus consectetur tellus non consequat. Morbi imperdiet, mi eu lacinia dictum, lectus risus porta metus, placerat viverra magna ipsum eget diam. Nulla facilisi. Maecenas felis libero, placerat scelerisque faucibus ut, efficitur non felis. Curabitur bibendum, tellus quis ultrices commodo, velit felis fringilla mauris, condimentum volutpat lorem nulla et felis. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae; Aliquam convallis rhoncus elit et blandit. Quisque sed massa non ligula aliquet placerat. Donec in ipsum nec lorem vehicula dignissim. Duis placerat pellentesque metus vitae pharetra.",5,https://www.moondiaries.it/wp-content/uploads/2021/05/baia-di-portonovo.jpg,Ancona,10,36-60,spiaggia-cultura-lusso,2450,0,1,1
44,city,Il Rifugio Delle Acque,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam justo urna, semper vitae congue vitae, tempor vitae mi. Vivamus ultricies nunc a hendrerit dapibus. Curabitur euismod, eros ac tincidunt vehicula, arcu tellus facilisis leo, ac fringilla arcu ligula vitae purus. Phasellus leo ex, mollis non ullamcorper quis, venenatis et diam. Donec quis ante eu lacus rutrum facilisis eu in tellus. Curabitur viverra erat quam. Curabitur viverra finibus tellus, ut pellentesque elit cursus nec. Cras eget sollicitudin odio, vitae vulputate massa. Etiam vestibulum nunc condimentum imperdiet lacinia. Nam quis molestie elit. Quisque tempus consectetur tellus non consequat. Morbi imperdiet, mi eu lacinia dictum, lectus risus porta metus, placerat viverra magna ipsum eget diam. Nulla facilisi. Maecenas felis libero, placerat scelerisque faucibus ut, efficitur non felis. Curabitur bibendum, tellus quis ultrices commodo, velit felis fringilla mauris, condimentum volutpat lorem nulla et felis. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae; Aliquam convallis rhoncus elit et blandit. Quisque sed massa non ligula aliquet placerat. Donec in ipsum nec lorem vehicula dignissim. Duis placerat pellentesque metus vitae pharetra.",3,https://images.pexels.com/photos/4117978/pexels-photo-4117978.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1,Cuneo,12,61-130,natura-benessere-cultura,1574,10,0,0
45,city,Il Castello Del Drago,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam justo urna, semper vitae congue vitae, tempor vitae mi. Vivamus ultricies nunc a hendrerit dapibus. Curabitur euismod, eros ac tincidunt vehicula, arcu tellus facilisis leo, ac fringilla arcu ligula vitae purus. Phasellus leo ex, mollis non ullamcorper quis, venenatis et diam. Donec quis ante eu lacus rutrum facilisis eu in tellus. Curabitur viverra erat quam. Curabitur viverra finibus tellus, ut pellentesque elit cursus nec. Cras eget sollicitudin odio, vitae vulputate massa. Etiam vestibulum nunc condimentum imperdiet lacinia. Nam quis molestie elit. Quisque tempus consectetur tellus non consequat. Morbi imperdiet, mi eu lacinia dictum, lectus risus porta metus, placerat viverra magna ipsum eget diam. Nulla facilisi. Maecenas felis libero, placerat scelerisque faucibus ut, efficitur non felis. Curabitur bibendum, tellus quis ultrices commodo, velit felis fringilla mauris, condimentum volutpat lorem nulla et felis. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae; Aliquam convallis rhoncus elit et blandit. Quisque sed massa non ligula aliquet placerat. Donec in ipsum nec lorem vehicula dignissim. Duis placerat pellentesque metus vitae pharetra.",4,https://images.pexels.com/photos/4179480/pexels-photo-4179480.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1,Firenze,16,0-18,avventura-spiaggia-lusso,814,20,1,1
46,mountain,L'Oasi Del Cielo,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam justo urna, semper vitae congue vitae, tempor vitae mi. Vivamus ultricies nunc a hendrerit dapibus. Curabitur euismod, eros ac tincidunt vehicula, arcu tellus facilisis leo, ac fringilla arcu ligula vitae purus. Phasellus leo ex, mollis non ullamcorper quis, venenatis et diam. Donec quis ante eu lacus rutrum facilisis eu in tellus. Curabitur viverra erat quam. Curabitur viverra finibus tellus, ut pellentesque elit cursus nec. Cras eget sollicitudin odio, vitae vulputate massa. Etiam vestibulum nunc condimentum imperdiet lacinia. Nam quis molestie elit. Quisque tempus consectetur tellus non consequat. Morbi imperdiet, mi eu lacinia dictum, lectus risus porta metus, placerat viverra magna ipsum eget diam. Nulla facilisi. Maecenas felis libero, placerat scelerisque faucibus ut, efficitur non felis. Curabitur bibendum, tellus quis ultrices commodo, velit felis fringilla mauris, condimentum volutpat lorem nulla et felis. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae; Aliquam convallis rhoncus elit et blandit. Quisque sed massa non ligula aliquet placerat. Donec in ipsum nec lorem vehicula dignissim. Duis placerat pellentesque metus vitae pharetra.",5,https://images.pexels.com/photos/3009067/pexels-photo-3009067.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1,Napoli,4,19-35,lusso-natura-avventura,1460,0,0,0
47,mountain,Il Resort Del Fiume,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam justo urna, semper vitae congue vitae, tempor vitae mi. Vivamus ultricies nunc a hendrerit dapibus. Curabitur euismod, eros ac tincidunt vehicula, arcu tellus facilisis leo, ac fringilla arcu ligula vitae purus. Phasellus leo ex, mollis non ullamcorper quis, venenatis et diam. Donec quis ante eu lacus rutrum facilisis eu in tellus. Curabitur viverra erat quam. Curabitur viverra finibus tellus, ut pellentesque elit cursus nec. Cras eget sollicitudin odio, vitae vulputate massa. Etiam vestibulum nunc condimentum imperdiet lacinia. Nam quis molestie elit. Quisque tempus consectetur tellus non consequat. Morbi imperdiet, mi eu lacinia dictum, lectus risus porta metus, placerat viverra magna ipsum eget diam. Nulla facilisi. Maecenas felis libero, placerat scelerisque faucibus ut, efficitur non felis. Curabitur bibendum, tellus quis ultrices commodo, velit felis fringilla mauris, condimentum volutpat lorem nulla et felis. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae; Aliquam convallis rhoncus elit et blandit. Quisque sed massa non ligula aliquet placerat. Donec in ipsum nec lorem vehicula dignissim. Duis placerat pellentesque metus vitae pharetra.",4,https://images.pexels.com/photos/243077/pexels-photo-243077.jpeg,Sondrio,9,36-60,cultura-degustazione-spiaggia,1882,10,1,1
48,mountain,La Casa Del Vento,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam justo urna, semper vitae congue vitae, tempor vitae mi. Vivamus ultricies nunc a hendrerit dapibus. Curabitur euismod, eros ac tincidunt vehicula, arcu tellus facilisis leo, ac fringilla arcu ligula vitae purus. Phasellus leo ex, mollis non ullamcorper quis, venenatis et diam. Donec quis ante eu lacus rutrum facilisis eu in tellus. Curabitur viverra erat quam. Curabitur viverra finibus tellus, ut pellentesque elit cursus nec. Cras eget sollicitudin odio, vitae vulputate massa. Etiam vestibulum nunc condimentum imperdiet lacinia. Nam quis molestie elit. Quisque tempus consectetur tellus non consequat. Morbi imperdiet, mi eu lacinia dictum, lectus risus porta metus, placerat viverra magna ipsum eget diam. Nulla facilisi. Maecenas felis libero, placerat scelerisque faucibus ut, efficitur non felis. Curabitur bibendum, tellus quis ultrices commodo, velit felis fringilla mauris, condimentum volutpat lorem nulla et felis. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae; Aliquam convallis rhoncus elit et blandit. Quisque sed massa non ligula aliquet placerat. Donec in ipsum nec lorem vehicula dignissim. Duis placerat pellentesque metus vitae pharetra.",4,https://images.pexels.com/photos/4117978/pexels-photo-4117978.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1,Torino,12,61-130,benessere-lusso-cultura,909,20,0,0
49,city,Il Villaggio Degli Alberi,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam justo urna, semper vitae congue vitae, tempor vitae mi. Vivamus ultricies nunc a hendrerit dapibus. Curabitur euismod, eros ac tincidunt vehicula, arcu tellus facilisis leo, ac fringilla arcu ligula vitae purus. Phasellus leo ex, mollis non ullamcorper quis, venenatis et diam. Donec quis ante eu lacus rutrum facilisis eu in tellus. Curabitur viverra erat quam. Curabitur viverra finibus tellus, ut pellentesque elit cursus nec. Cras eget sollicitudin odio, vitae vulputate massa. Etiam vestibulum nunc condimentum imperdiet lacinia. Nam quis molestie elit. Quisque tempus consectetur tellus non consequat. Morbi imperdiet, mi eu lacinia dictum, lectus risus porta metus, placerat viverra magna ipsum eget diam. Nulla facilisi. Maecenas felis libero, placerat scelerisque faucibus ut, efficitur non felis. Curabitur bibendum, tellus quis ultrices commodo, velit felis fringilla mauris, condimentum volutpat lorem nulla et felis. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae; Aliquam convallis rhoncus elit et blandit. Quisque sed massa non ligula aliquet placerat. Donec in ipsum nec lorem vehicula dignissim. Duis placerat pellentesque metus vitae pharetra.",4,https://images.pexels.com/photos/2422259/pexels-photo-2422259.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1,Imperia,8,0-18,spiaggia-avventura-degustazione,1693,0,1,1
50,mountain,La Fattoria Del Sole,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam justo urna, semper vitae congue vitae, tempor vitae mi. Vivamus ultricies nunc a hendrerit dapibus. Curabitur euismod, eros ac tincidunt vehicula, arcu tellus facilisis leo, ac fringilla arcu ligula vitae purus. Phasellus leo ex, mollis non ullamcorper quis, venenatis et diam. Donec quis ante eu lacus rutrum facilisis eu in tellus. Curabitur viverra erat quam. Curabitur viverra finibus tellus, ut pellentesque elit cursus nec. Cras eget sollicitudin odio, vitae vulputate massa. Etiam vestibulum nunc condimentum imperdiet lacinia. Nam quis molestie elit. Quisque tempus consectetur tellus non consequat. Morbi imperdiet, mi eu lacinia dictum, lectus risus porta metus, placerat viverra magna ipsum eget diam. Nulla facilisi. Maecenas felis libero, placerat scelerisque faucibus ut, efficitur non felis. Curabitur bibendum, tellus quis ultrices commodo, velit felis fringilla mauris, condimentum volutpat lorem nulla et felis. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae; Aliquam convallis rhoncus elit et blandit. Quisque sed massa non ligula aliquet placerat. Donec in ipsum nec lorem vehicula dignissim. Duis placerat pellentesque metus vitae pharetra.",4,https://images.pexels.com/photos/15405169/pexels-photo-15405169.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1,Aosta,19,19-35,avventura-benessere-cultura,1174,10,0,0
51,city,Il Rifugio Del Bosco,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam justo urna, semper vitae congue vitae, tempor vitae mi. Vivamus ultricies nunc a hendrerit dapibus. Curabitur euismod, eros ac tincidunt vehicula, arcu tellus facilisis leo, ac fringilla arcu ligula vitae purus. Phasellus leo ex, mollis non ullamcorper quis, venenatis et diam. Donec quis ante eu lacus rutrum facilisis eu in tellus. Curabitur viverra erat quam. Curabitur viverra finibus tellus, ut pellentesque elit cursus nec. Cras eget sollicitudin odio, vitae vulputate massa. Etiam vestibulum nunc condimentum imperdiet lacinia. Nam quis molestie elit. Quisque tempus consectetur tellus non consequat. Morbi imperdiet, mi eu lacinia dictum, lectus risus porta metus, placerat viverra magna ipsum eget diam. Nulla facilisi. Maecenas felis libero, placerat scelerisque faucibus ut, efficitur non felis. Curabitur bibendum, tellus quis ultrices commodo, velit felis fringilla mauris, condimentum volutpat lorem nulla et felis. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae; Aliquam convallis rhoncus elit et blandit. Quisque sed massa non ligula aliquet placerat. Donec in ipsum nec lorem vehicula dignissim. Duis placerat pellentesque metus vitae pharetra.",4,https://cdn.britannica.com/62/153462-050-3D4F41AF/Grand-Canal-Venice.jpg,Verona,20,36-60,natura-spiaggia-lusso,1391,20,1,1
52,mountain,La Cittadella Del Fuoco,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam justo urna, semper vitae congue vitae, tempor vitae mi. Vivamus ultricies nunc a hendrerit dapibus. Curabitur euismod, eros ac tincidunt vehicula, arcu tellus facilisis leo, ac fringilla arcu ligula vitae purus. Phasellus leo ex, mollis non ullamcorper quis, venenatis et diam. Donec quis ante eu lacus rutrum facilisis eu in tellus. Curabitur viverra erat quam. Curabitur viverra finibus tellus, ut pellentesque elit cursus nec. Cras eget sollicitudin odio, vitae vulputate massa. Etiam vestibulum nunc condimentum imperdiet lacinia. Nam quis molestie elit. Quisque tempus consectetur tellus non consequat. Morbi imperdiet, mi eu lacinia dictum, lectus risus porta metus, placerat viverra magna ipsum eget diam. Nulla facilisi. Maecenas felis libero, placerat scelerisque faucibus ut, efficitur non felis. Curabitur bibendum, tellus quis ultrices commodo, velit felis fringilla mauris, condimentum volutpat lorem nulla et felis. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae; Aliquam convallis rhoncus elit et blandit. Quisque sed massa non ligula aliquet placerat. Donec in ipsum nec lorem vehicula dignissim. Duis placerat pellentesque metus vitae pharetra.",4,https://images.pexels.com/photos/2422259/pexels-photo-2422259.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1,Savona,8,61-130,lusso-spiaggia-cultura,852,0,0,0
53,city,Il Palazzo Del Re,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam justo urna, semper vitae congue vitae, tempor vitae mi. Vivamus ultricies nunc a hendrerit dapibus. Curabitur euismod, eros ac tincidunt vehicula, arcu tellus facilisis leo, ac fringilla arcu ligula vitae purus. Phasellus leo ex, mollis non ullamcorper quis, venenatis et diam. Donec quis ante eu lacus rutrum facilisis eu in tellus. Curabitur viverra erat quam. Curabitur viverra finibus tellus, ut pellentesque elit cursus nec. Cras eget sollicitudin odio, vitae vulputate massa. Etiam vestibulum nunc condimentum imperdiet lacinia. Nam quis molestie elit. Quisque tempus consectetur tellus non consequat. Morbi imperdiet, mi eu lacinia dictum, lectus risus porta metus, placerat viverra magna ipsum eget diam. Nulla facilisi. Maecenas felis libero, placerat scelerisque faucibus ut, efficitur non felis. Curabitur bibendum, tellus quis ultrices commodo, velit felis fringilla mauris, condimentum volutpat lorem nulla et felis. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae; Aliquam convallis rhoncus elit et blandit. Quisque sed massa non ligula aliquet placerat. Donec in ipsum nec lorem vehicula dignissim. Duis placerat pellentesque metus vitae pharetra.",4,https://images.pexels.com/photos/3220731/pexels-photo-3220731.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1,Bolzano,17,0-18,cultura-avventura-degustazione,872,10,1,1
54,city,Il Castello Del Re,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam justo urna, semper vitae congue vitae, tempor vitae mi. Vivamus ultricies nunc a hendrerit dapibus. Curabitur euismod, eros ac tincidunt vehicula, arcu tellus facilisis leo, ac fringilla arcu ligula vitae purus. Phasellus leo ex, mollis non ullamcorper quis, venenatis et diam. Donec quis ante eu lacus rutrum facilisis eu in tellus. Curabitur viverra erat quam. Curabitur viverra finibus tellus, ut pellentesque elit cursus nec. Cras eget sollicitudin odio, vitae vulputate massa. Etiam vestibulum nunc condimentum imperdiet lacinia. Nam quis molestie elit. Quisque tempus consectetur tellus non consequat. Morbi imperdiet, mi eu lacinia dictum, lectus risus porta metus, placerat viverra magna ipsum eget diam. Nulla facilisi. Maecenas felis libero, placerat scelerisque faucibus ut, efficitur non felis. Curabitur bibendum, tellus quis ultrices commodo, velit felis fringilla mauris, condimentum volutpat lorem nulla et felis. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae; Aliquam convallis rhoncus elit et blandit. Quisque sed massa non ligula aliquet placerat. Donec in ipsum nec lorem vehicula dignissim. Duis placerat pellentesque metus vitae pharetra.",4,https://images.pexels.com/photos/2225439/pexels-photo-2225439.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1,Roma,7,19-35,benessere-natura-lusso,2461,20,0,0
55,city,La Casa Sulla Spiaggia,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam justo urna, semper vitae congue vitae, tempor vitae mi. Vivamus ultricies nunc a hendrerit dapibus. Curabitur euismod, eros ac tincidunt vehicula, arcu tellus facilisis leo, ac fringilla arcu ligula vitae purus. Phasellus leo ex, mollis non ullamcorper quis, venenatis et diam. Donec quis ante eu lacus rutrum facilisis eu in tellus. Curabitur viverra erat quam. Curabitur viverra finibus tellus, ut pellentesque elit cursus nec. Cras eget sollicitudin odio, vitae vulputate massa. Etiam vestibulum nunc condimentum imperdiet lacinia. Nam quis molestie elit. Quisque tempus consectetur tellus non consequat. Morbi imperdiet, mi eu lacinia dictum, lectus risus porta metus, placerat viverra magna ipsum eget diam. Nulla facilisi. Maecenas felis libero, placerat scelerisque faucibus ut, efficitur non felis. Curabitur bibendum, tellus quis ultrices commodo, velit felis fringilla mauris, condimentum volutpat lorem nulla et felis. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae; Aliquam convallis rhoncus elit et blandit. Quisque sed massa non ligula aliquet placerat. Donec in ipsum nec lorem vehicula dignissim. Duis placerat pellentesque metus vitae pharetra.",4,https://images.pexels.com/photos/15250724/pexels-photo-15250724.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1,Lecce,13,36-60,degustazione-benessere-cultura,1207,0,1,1
56,city,L'Oasi Del Mare,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam justo urna, semper vitae congue vitae, tempor vitae mi. Vivamus ultricies nunc a hendrerit dapibus. Curabitur euismod, eros ac tincidunt vehicula, arcu tellus facilisis leo, ac fringilla arcu ligula vitae purus. Phasellus leo ex, mollis non ullamcorper quis, venenatis et diam. Donec quis ante eu lacus rutrum facilisis eu in tellus. Curabitur viverra erat quam. Curabitur viverra finibus tellus, ut pellentesque elit cursus nec. Cras eget sollicitudin odio, vitae vulputate massa. Etiam vestibulum nunc condimentum imperdiet lacinia. Nam quis molestie elit. Quisque tempus consectetur tellus non consequat. Morbi imperdiet, mi eu lacinia dictum, lectus risus porta metus, placerat viverra magna ipsum eget diam. Nulla facilisi. Maecenas felis libero, placerat scelerisque faucibus ut, efficitur non felis. Curabitur bibendum, tellus quis ultrices commodo, velit felis fringilla mauris, condimentum volutpat lorem nulla et felis. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae; Aliquam convallis rhoncus elit et blandit. Quisque sed massa non ligula aliquet placerat. Donec in ipsum nec lorem vehicula dignissim. Duis placerat pellentesque metus vitae pharetra.",5,https://images.pexels.com/photos/3220731/pexels-photo-3220731.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1,Trento,17,61-130,avventura-lusso-benessere,1532,10,0,0
57,mountain,Il Resort Della Spiaggia,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam justo urna, semper vitae congue vitae, tempor vitae mi. Vivamus ultricies nunc a hendrerit dapibus. Curabitur euismod, eros ac tincidunt vehicula, arcu tellus facilisis leo, ac fringilla arcu ligula vitae purus. Phasellus leo ex, mollis non ullamcorper quis, venenatis et diam. Donec quis ante eu lacus rutrum facilisis eu in tellus. Curabitur viverra erat quam. Curabitur viverra finibus tellus, ut pellentesque elit cursus nec. Cras eget sollicitudin odio, vitae vulputate massa. Etiam vestibulum nunc condimentum imperdiet lacinia. Nam quis molestie elit. Quisque tempus consectetur tellus non consequat. Morbi imperdiet, mi eu lacinia dictum, lectus risus porta metus, placerat viverra magna ipsum eget diam. Nulla facilisi. Maecenas felis libero, placerat scelerisque faucibus ut, efficitur non felis. Curabitur bibendum, tellus quis ultrices commodo, velit felis fringilla mauris, condimentum volutpat lorem nulla et felis. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae; Aliquam convallis rhoncus elit et blandit. Quisque sed massa non ligula aliquet placerat. Donec in ipsum nec lorem vehicula dignissim. Duis placerat pellentesque metus vitae pharetra.",3,https://images.pexels.com/photos/9774634/pexels-photo-9774634.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1,Bologna,5,0-18,spiaggia-cultura-natura,1353,20,1,1
58,city,Il Villaggio Del Deserto,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam justo urna, semper vitae congue vitae, tempor vitae mi. Vivamus ultricies nunc a hendrerit dapibus. Curabitur euismod, eros ac tincidunt vehicula, arcu tellus facilisis leo, ac fringilla arcu ligula vitae purus. Phasellus leo ex, mollis non ullamcorper quis, venenatis et diam. Donec quis ante eu lacus rutrum facilisis eu in tellus. Curabitur viverra erat quam. Curabitur viverra finibus tellus, ut pellentesque elit cursus nec. Cras eget sollicitudin odio, vitae vulputate massa. Etiam vestibulum nunc condimentum imperdiet lacinia. Nam quis molestie elit. Quisque tempus consectetur tellus non consequat. Morbi imperdiet, mi eu lacinia dictum, lectus risus porta metus, placerat viverra magna ipsum eget diam. Nulla facilisi. Maecenas felis libero, placerat scelerisque faucibus ut, efficitur non felis. Curabitur bibendum, tellus quis ultrices commodo, velit felis fringilla mauris, condimentum volutpat lorem nulla et felis. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae; Aliquam convallis rhoncus elit et blandit. Quisque sed massa non ligula aliquet placerat. Donec in ipsum nec lorem vehicula dignissim. Duis placerat pellentesque metus vitae pharetra.",4,https://images.pexels.com/photos/2105834/pexels-photo-2105834.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1,Cagliari,14,19-35,lusso-cultura-natura,2317,0,0,1
59,mountain,La Fattoria Del Lago,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam justo urna, semper vitae congue vitae, tempor vitae mi. Vivamus ultricies nunc a hendrerit dapibus. Curabitur euismod, eros ac tincidunt vehicula, arcu tellus facilisis leo, ac fringilla arcu ligula vitae purus. Phasellus leo ex, mollis non ullamcorper quis, venenatis et diam. Donec quis ante eu lacus rutrum facilisis eu in tellus. Curabitur viverra erat quam. Curabitur viverra finibus tellus, ut pellentesque elit cursus nec. Cras eget sollicitudin odio, vitae vulputate massa. Etiam vestibulum nunc condimentum imperdiet lacinia. Nam quis molestie elit. Quisque tempus consectetur tellus non consequat. Morbi imperdiet, mi eu lacinia dictum, lectus risus porta metus, placerat viverra magna ipsum eget diam. Nulla facilisi. Maecenas felis libero, placerat scelerisque faucibus ut, efficitur non felis. Curabitur bibendum, tellus quis ultrices commodo, velit felis fringilla mauris, condimentum volutpat lorem nulla et felis. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae; Aliquam convallis rhoncus elit et blandit. Quisque sed massa non ligula aliquet placerat. Donec in ipsum nec lorem vehicula dignissim. Duis placerat pellentesque metus vitae pharetra.",4,https://images.pexels.com/photos/15405169/pexels-photo-15405169.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1,Aosta,19,36-60,benessere-educazione-avventura,1891,10,1,1
60,mountain,Il Rifugio Della Montagna,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam justo urna, semper vitae congue vitae, tempor vitae mi. Vivamus ultricies nunc a hendrerit dapibus. Curabitur euismod, eros ac tincidunt vehicula, arcu tellus facilisis leo, ac fringilla arcu ligula vitae purus. Phasellus leo ex, mollis non ullamcorper quis, venenatis et diam. Donec quis ante eu lacus rutrum facilisis eu in tellus. Curabitur viverra erat quam. Curabitur viverra finibus tellus, ut pellentesque elit cursus nec. Cras eget sollicitudin odio, vitae vulputate massa. Etiam vestibulum nunc condimentum imperdiet lacinia. Nam quis molestie elit. Quisque tempus consectetur tellus non consequat. Morbi imperdiet, mi eu lacinia dictum, lectus risus porta metus, placerat viverra magna ipsum eget diam. Nulla facilisi. Maecenas felis libero, placerat scelerisque faucibus ut, efficitur non felis. Curabitur bibendum, tellus quis ultrices commodo, velit felis fringilla mauris, condimentum volutpat lorem nulla et felis. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae; Aliquam convallis rhoncus elit et blandit. Quisque sed massa non ligula aliquet placerat. Donec in ipsum nec lorem vehicula dignissim. Duis placerat pellentesque metus vitae pharetra.",3,https://images.pexels.com/photos/1628153/pexels-photo-1628153.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1,Catania,15,61-130,avventura-cultura-lusso,1825,20,0,0
